datum,sample_ba_nr,infa_gc_pcr,infb_gc_pcr,rsv_gc_pcr,infa_gc_l,infb_gc_l,rsv_gc_l,infa_gc_l_7_d_median,infb_gc_l_7_d_median,rsv_gc_l_7_d_median,infa_gc_100_000_p,infb_gc_100_000_p,rsv_gc_100_000_p,infa_gc_100_000_p_7_d_median,infb_gc_100_000_p_7_d_median,rsv_gc_100_000_p_7_d_median,infa_gc_pmmov,infb_gc_pmmov,rsv_gc_pmmov,infa_gc_pmmov_7_d_median,infb_gc_pmmov_7_d_median,rsv_gc_pmmov_7_d_median,anz_pos_a_bs,anz_pos_a_h1_bs,anz_pos_a_h1n1_bs,anz_pos_a_h3_bs,anz_pos_b_bs,anz_pos_a_bl,anz_pos_b_bl,anz_pos_all_bl,infa_bs_bl,infb_bs_bl,7t_median_infa,7t_median_infb,kw,kw_anz_pos_rsv_usb
2025-11-28,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,1,1,0,1,2,1,2,0,48,1
2025-11-30,Ba250198,,,0.1,40.0,0.0,40.0,40.0,0.0,4880.0,1589793011.299717,0.0,1589793011.299717,1490495260.1085048,0.0,257227357371.30875,5.673758865248227e-07,0.0,5.673758865248227e-07,5.673758865248227e-07,0.0,0.00010605082613695121,,,,,,,,,,,2,0,48,1
2025-12-03,Ba250199,,,29.3,348800.0,0.0,11720.0,40.0,0.0,5880.0,9429756151876.182,0.0,316848457855.47266,1490495260.1085048,0.0,159219125433.38617,0.005718032786885246,0.0,0.00019213114754098362,5.673758865248227e-07,0.0,9.634926171375422e-05,1,0.0,0.0,0.0,1,1,0,1,2,1,2,0,49,1
2025-12-04,,,,,,,,,,,,,,,,,,,,,,,5,1.0,0.0,0.0,0,2,0,2,7,0,2,0,49,1
2025-12-05,Ba250200,,,111.0,456000.0,0.0,44400.0,174420.0,0.0,5880.0,12603996943739.465,0.0,1227231281364.1057,4715672972443.741,0.0,159219125433.38617,0.010316742081447963,0.0,0.001004524886877828,0.0028593000813858854,0.0,9.634926171375422e-05,4,0.0,0.0,0.0,0,1,0,1,5,0,4,0,49,1
2025-12-07,Ba250201,,,88.6,452000.0,0.0,35440.0,454000.0,0.0,39920.0,24175715015223.707,0.0,1895547212698.0713,12780304781358.346,0.0,1244398097132.26,0.008,0.0,0.0006272566371681416,0.008035398230088496,0.0,0.0007065486725663717,3,0.0,0.0,0.0,0,,,,3,0,5,0,49,1
2025-12-09,Ba250202,,,25.9,82000.0,0.0,10360.0,452000.0,0.0,35440.0,2246641760958.959,0.0,283844007847.9856,12603996943739.465,0.0,1227231281364.1057,0.0006188679245283018,0.0,7.818867924528302e-05,0.008,0.0,0.0006272566371681416,9,2.0,1.0,0.0,2,4,0,4,13,2,5,0,50,4
2025-12-10,,,,,,,,,,,,,,,,,,,,,,,10,1.0,2.0,0.0,0,1,0,1,11,0,7,0,50,4
2025-12-11,Ba250203,,,25.6,62800.0,0.0,10240.0,452000.0,0.0,35440.0,1729375655118.6604,0.0,281987367968.393,12603996943739.465,0.0,1227231281364.1057,0.0004925490196078431,0.0,8.031372549019608e-05,0.008,0.0,0.0006272566371681416,17,0.0,2.0,1.0,0,1,0,1,18,0,9,0,50,4
2025-12-12,,,,,,,,,,,,,,,,,,,,,,,7,0.0,1.0,0.0,0,1,0,1,8,0,9,0,50,4
2025-12-18,Ba250206,,,28.4,192400.0,0.0,11360.0,91200.0,0.0,15239.999999999998,4940070877599.837,0.0,291679860548.5143,2220533309784.257,0.0,377387726579.8678,0.0010962962962962964,0.0,6.472934472934473e-05,0.0005477477477477477,0.0,8.978208978208978e-05,7,1.0,4.0,1.0,0,4,0,4,11,0,9,0,51,6
2025-12-19,,,,,,,,,,,,,,,,,,,,,,,15,0.0,2.0,0.0,1,5,0,5,20,1,11,0,51,6
2025-12-21,Ba250207,,,334.0,142400.0,0.0,133600.0,142400.0,0.0,72480.0,3123517310490.729,0.0,2930490959842.426,3221822621703.289,0.0,1611085410195.4702,0.0008183908045977012,0.0,0.000767816091954023,0.0008183908045977012,0.0,0.00041627271834168385,13,0.0,4.0,0.0,0,3,0,3,16,0,11,0,51,6
2025-12-22,,,,,,,,,,,,,,,,,,,,,,,20,0.0,3.0,0.0,0,8,0,8,28,0,15,0,52,4
2025-12-25,Ba260001,,,63.5,45200.0,0.0,25400.0,45200.0,0.0,25400.0,900636669751.0836,0.0,506109986984.01605,1039734151407.7611,0.0,584275385968.0781,0.0005445783132530121,0.0,0.0003060240963855422,0.0005445783132530121,0.0,0.0003060240963855422,9,0.0,2.0,0.0,0,2,0,2,11,0,20,0,52,4
2025-12-26,Ba260001,,,63.5,45200.0,0.0,25400.0,45200.0,0.0,25400.0,900914344075.0396,0.0,506266025210.3099,1018665612077.6044,0.0,572435985548.0343,0.0005445783132530121,0.0,0.0003060240963855422,0.0005445783132530121,0.0,0.0003060240963855422,12,0.0,4.0,0.0,0,7,0,7,19,0,19,0,52,4
2025-12-27,,,,,,,,,,,,,,,,,,,,,,,10,2.0,3.0,0.0,0,6,0,6,16,0,19,0,52,4
2025-12-30,Ba260002,,,55.7,27439.999999999996,0.0,22280.0,45200.0,0.0,25400.0,607106404708.7913,0.0,492942080791.2489,900775506913.0615,0.0,506188006097.16296,0.00027168316831683166,0.0,0.0002205940594059406,0.0005445783132530121,0.0,0.0003060240963855422,17,3.0,6.0,0.0,0,1,1,2,18,1,19,0,1,4
2025-12-31,Ba260002,,,55.7,27439.999999999996,0.0,22280.0,36320.0,0.0,23840.0,610319778536.2968,0.0,495551190444.1944,755478224143.6902,0.0,500830588714.1052,0.00027168316831683166,0.0,0.0002205940594059406,0.00040813074078492183,0.0,0.0002633090778957414,13,1.0,5.0,0.0,0,9,1,10,22,1,19,0,1,4
2026-01-02,,,,,,,,,,,,,,,,,,,,,,,12,4.0,9.0,0.0,2,5,0,5,17,2,18,0,1,4
2026-01-03,Ba260003,,,179.0,84000.0,0.0,71600.0,27439.999999999996,0.0,22280.0,1835977101083.1294,0.0,1564951909970.858,608713091622.544,0.0,494246635617.7217,0.000717948717948718,0.0,0.000611965811965812,0.00027168316831683166,0.0,0.0002205940594059406,15,0.0,3.0,0.0,0,5,0,5,20,0,20,0,1,4
2026-01-05,,,,,,,,,,,,,,,,,,,,,,,12,3.0,8.0,0.0,1,7,0,7,19,1,19,1,2,6
2026-01-08,Ba260005,,,10.2,71200.0,0.0,4080.0,84000.0,0.0,45720.0,2335352564225.6255,0.0,133823573905.06393,2102532626349.1123,0.0,1019814151714.9231,0.00060084388185654,0.0,3.4430379746835445e-05,0.000717948717948718,0.0,0.0003770940170940171,18,2.0,6.0,1.0,0,3,0,3,21,0,21,0,2,6
2026-01-10,Ba260006,,,29.2,66000.0,40.0,11680.0,77600.0,0.0,15760.0,2198293715852.2395,1332299221.72863,389031372744.76,2266823140038.9326,0.0,431853883101.874,0.0006255924170616114,3.7914691943127963e-07,0.00011071090047393365,0.0006717705675051647,0.0,0.00012646656134807793,13,2.0,2.0,0.0,0,2,0,2,15,0,21,0,2,6
2026-01-12,,,,,,,,,,,,,,,,,,,,,,,13,4.0,0.0,0.0,0,2,0,2,15,0,19,0,3,14
2026-01-15,Ba260008,,,126.0,91600.0,0.0,50400.0,78800.0,20.0,31040.0,2280143598170.851,0.0,1254576826941.167,2239218657011.5454,483388302.5083605,821804099842.9635,0.0008980392156862745,0.0,0.0004941176470588235,0.0007618158163739429,1.8957345971563982e-07,0.0002834405566199456,15,1.0,2.0,0.0,0,5,0,5,20,0,18,0,3,14
2026-01-16,,,,,,,,,,,,,,,,,,,,,,,17,2.0,4.0,0.0,0,4,0,4,21,0,18,0,3,14
2026-01-17,Ba260009,,,117.0,122000.0,0.0,46800.0,100400.0,0.0,48600.0,2754414107944.3574,0.0,1056611313539.3109,2435550606836.6553,0.0,1155594070240.239,0.0010338983050847458,0.0,0.0003966101694915254,0.000913700458906967,0.0,0.00042639019112874143,12,0.0,6.0,0.0,0,5,0,5,17,0,18,0,3,14
2026-01-18,Ba260009,,,117.0,122000.0,0.0,46800.0,115600.0,0.0,48600.0,2709398769048.8345,0.0,1039343134356.4382,2650178192275.6465,0.0,1155594070240.239,0.0010338983050847458,0.0,0.0003966101694915254,0.0009816300036062026,0.0,0.00042639019112874143,10,0.0,2.0,0.0,0,1,0,1,11,0,18,0,3,14
2026-01-19,,,,,,,,,,,,,,,,,,,,,,,12,1.0,2.0,0.0,0,2,0,2,14,0,18,0,4,7
2026-01-20,Ba260010,,,116.0,176400.0,0.0,46400.0,122000.0,0.0,46800.0,4236528610207.7563,0.0,1114370337378.911,2731906438496.5957,0.0,1085490825459.1108,0.0014112,0.0,0.0003712,0.0010338983050847458,0.0,0.0003966101694915254,13,0.0,2.0,0.0,1,3,0,3,16,1,17,0,4,7
2026-01-21,,,,,,,,,,,,,,,,,,,,,,,6,0.0,1.0,0.0,0,1,0,1,7,0,16,0,4,7
2026-01-24,Ba260012,,,136.0,262000.0,0.0,54400.0,185800.0,0.0,50600.0,5737967893906.292,0.0,1191394860414.1309,4512312122526.867,0.0,1152882598896.521,0.0014395604395604396,0.0,0.0002989010989010989,0.001222549152542373,0.0,0.00033505054945054944,10,1.0,1.0,0.0,0,3,0,3,13,0,13,0,4,7
2026-01-26,,,,,,,,,,,,,,,,,,,,,,,13,0.0,1.0,0.0,0,1,0,1,14,0,13,0,5,7
2026-02-02,,,,,,,,,,,,,,,,,,,,,,,8,2.0,7.0,2.0,0,1,0,1,9,0,11,0,6,5
2026-02-17,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,0,1,0,1,6,0,6,0,8,6
2026-02-18,Ba260022,,,29.0,40.0,0.0,11600.0,40.0,0.0,18720.0,1869079935.035266,0.0,542033181160.2271,1243068700.5901346,0.0,946461533735.9713,4.4444444444444444e-07,0.0,0.0001288888888888889,4.4444444444444444e-07,0.0,0.0003313274336283186,1,0.0,1.0,0.0,0,1,0,1,2,0,5,0,8,6
2026-02-24,Ba260025,,,39.6,0.0,40.0,15840.0,40.0,0.0,11020.0,0.0,1033323222.5886834,409195996145.1186,1902322527.6349688,0.0,418637998226.1402,0.0,4.18848167539267e-07,0.00016586387434554975,5.858585858585858e-07,0.0,0.00014775381140598535,2,0.0,1.0,0.0,0,,,,2,0,3,0,9,10
2026-03-02,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2.0,0.0,0,,,,0,0,3,0,10,2
2026-03-03,Ba250028,,,47.7,40.0,0.0,19080.000000000004,0.0,0.0,19200.0,1027133911.0536035,0.0,489942875572.569,0.0,0.0,491483576439.1493,3.174603174603175e-07,0.0,0.00015142857142857145,0.0,0.0,0.0002723404255319149,1,0.0,0.0,0.0,0,,,,1,0,3,0,10,2
2026-03-06,Ba250030,,,49.7,7279.999999999999,0.0,19880.000000000004,0.0,0.0,19200.0,186938371811.75583,0.0,510485553793.64105,0.0,0.0,489942875572.569,5.918699186991869e-05,0.0,0.00016162601626016262,0.0,0.0,0.000168,0,1.0,0.0,0.0,0,,,,0,0,2,0,10,2
2026-03-10,Ba260031,,,32.1,0.0,0.0,12840.0,3639.9999999999995,0.0,18760.0,0.0,0.0,337800029948.2816,93469185905.87791,0.0,481725804284.14014,0.0,0.0,0.0001035483870967742,2.9593495934959345e-05,0.0,0.00016162601626016262,1,0.0,0.0,0.0,0,,,,1,0,1,0,11,8
2026-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,11,8
2026-03-14,Ba260033,,,40.6,0.0,0.0,16240.000000000002,0.0,0.0,18060.000000000004,0.0,0.0,777789555728.7607,0.0,0.0,631168197996.5367,0.0,0.0,0.00024059259259259262,0.0,0.0,0.00020110930442637762,,,,,,,,,,,2,0,11,8
2026-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12,3
2026-03-22,Ba260036,,,66.7,0.0,40.0,26680.0,0.0,20.0,30200.0,0.0,999642924.3345145,666761830531.1212,0.0,467822875.11182606,757177366778.1407,0.0,4.624277456647399e-07,0.0003084393063583815,0.0,2.3121387283236994e-07,0.0003084393063583815,1,0.0,0.0,0.0,1,,,,1,1,1,0,12,3
2026-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,13,3
2026-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,1
2026-04-02,Ba260041,,,0.1,0.0,0.0,40.0,0.0,0.0,7596.0,0.0,0.0,955903075.0741987,0.0,0.0,195682213408.38318,0.0,0.0,3.3472803347280335e-07,0.0,0.0,0.0001269260502676708,,,,,,,,,,,0,0,14,1
2026-04-03,Ba260041,,,0.1,0.0,0.0,40.0,0.0,0.0,3352.0000000000005,0.0,0.0,865996797.8375804,0.0,0.0,97179415547.7656,0.0,0.0,3.3472803347280335e-07,0.0,0.0,3.254368932038836e-05,,,,,,,,,,,,,14,1
2026-04-04,Ba260041,,,0.1,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,996325576.2164569,0.0,0.0,996325576.2164569,0.0,0.0,3.3472803347280335e-07,0.0,0.0,3.3472803347280335e-07,0,0.0,0.0,0.0,1,,,,0,1,0,1,14,1
2026-04-06,Ba260042,,,8.58,0.0,0.0,3432.0,0.0,0.0,40.0,0.0,0.0,74750551547.51985,0.0,0.0,976114325.6453278,0.0,0.0,5.28e-05,0.0,0.0,3.3472803347280335e-07,1,0.0,1.0,0.0,0,,,,1,0,0,1,15,3
2026-04-09,Ba260044,,,0.1,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,1120096448.8249137,0.0,0.0,931161187.0270187,0.0,0.0,3.7209302325581396e-07,0.0,0.0,3.3472803347280335e-07,,,,,,,,,,,0,1,15,3
2026-04-12,Ba260045,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,0,15,3
2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4
2026-04-18,Ba260047,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,16,4
2026-04-19,Ba260047,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,16,4
2026-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17,2
2026-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,2
2026-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1
2026-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1
2026-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1
2026-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1
2026-05-12,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,20,1
2026-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1
2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1
2026-05-17,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,20,1
2026-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1
2026-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1
2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,,
2026-06-16,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,,
2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,,
2026-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,,
2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,Ba240056,,,11.8,0.0,0.0,4720.000000000001,0.0,0.0,9260.0,0.0,0.0,101049526010.85051,0.0,0.0,240290513689.8203,0.0,0.0,0.00010396475770925112,0.0,0.0,0.0002647811452385886,,,,,,,,,,,0,1,19,0
2024-05-10,dito wie 12.5.,,,50.7,40.0,0.0,20280.0,0.0,0.0,9260.0,892873460.8311031,0.0,452686844641.3693,0.0,0.0,240290513689.8203,7.600950118764845e-07,0.0,0.0003853681710213777,0.0,0.0,0.00024466646436531437,,,,,,,,,,,0,1,19,0
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1
2024-05-15,Ba240058,,,12.3,0.0,0.0,4920.0,40.0,0.0,20280.0,0.0,0.0,177847962556.9689,840049299.4789766,0.0,425904994835.8412,0.0,0.0,4.619718309859155e-05,7.600950118764845e-07,0.0,0.0003853681710213777,1,0.0,0.0,0.0,0,,,,1,0,1,0,20,1
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,1
2024-05-18,dito wie 19.5.,,,12.4,0.0,0.0,4960.0,0.0,0.0,4960.0,0.0,0.0,141598117097.78113,0.0,0.0,177847962556.9689,0.0,0.0,9.059360730593607e-05,0.0,0.0,9.059360730593607e-05,,,,,,,,,,,0,0,20,1
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,0
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,0
2024-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,0
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0
2024-05-31,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,22,0
2024-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2
2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0
2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0
2024-06-17,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,25,1
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1
2024-06-22,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,1,,,,1,1,1,1,25,1
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,26,0
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,26,0
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,26,0
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,27,0
2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,27,0
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,2.0,0,,,,0,0,0,0,30,0
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,30,0
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31,0
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31,0
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,32,0
2024-08-11,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,32,0
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,0,,,,3,0,1,0,33,0
2024-08-14,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,1,0.0,0.0,0.0,0,,,,1,0,1,0,33,0
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,33,0
2024-08-18,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,3,0,33,0
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0
2024-09-01,Ba240129,,,52.0,0.0,0.0,20800.0,0.0,0.0,24900.0,0.0,0.0,681974282873.0385,0.0,0.0,672342224389.4197,0.0,0.0,2.1116751269035533e-05,0.0,0.0,2.1116751269035533e-05,,,,,,,,,,,,,35,0
2024-09-08,Ba240132,,,38.6,0.0,0.0,15440.000000000002,0.0,0.0,16320.0,0.0,0.0,338774285944.6571,0.0,0.0,392687520397.4674,0.0,0.0,0.00012681724845995895,0.0,0.0,0.00012905747919181152,,,,,,,,,,,,,36,0
2024-09-10,Ba240133,,,34.4,0.0,0.0,13760.0,0.0,0.0,15440.000000000002,0.0,0.0,435624940007.44867,0.0,0.0,387199612976.05286,0.0,0.0,0.00020423005565862708,0.0,0.0,0.00012905747919181152,,,,,,,,,,,,,37,0
2024-09-12,Ba240134,,,46.2,0.0,0.0,18480.0,0.0,0.0,15440.000000000002,0.0,0.0,703732738463.1924,0.0,0.0,387199612976.05286,0.0,0.0,0.00032293577981651377,0.0,0.0,0.000165523652059293,,,,,,,,,,,1,0,37,0
2024-09-14,dito wie 15.09.,,,48.9,0.0,0.0,19560.0,0.0,0.0,16960.0,0.0,0.0,615340661703.4429,0.0,0.0,615340661703.4429,0.0,0.0,0.0004961318960050729,0.0,0.0,0.00026358291773757045,,,,,,,,,,,1,0,37,0
2024-09-15,Ba240135,,,48.9,0.0,0.0,19560.0,0.0,0.0,19020.0,0.0,0.0,437058218691.5672,0.0,0.0,526199440197.505,0.0,0.0,0.0004961318960050729,0.0,0.0,0.00040953383791079333,,,,,,,,,,,1,0,37,0
2024-09-17,Ba240136,,,131.0,0.0,0.0,52400.0,0.0,0.0,19560.0,0.0,0.0,1355323307058.1956,0.0,0.0,659536700083.3176,0.0,0.0,0.0005838440111420613,0.0,0.0,0.0004961318960050729,,,,,,1,0,1,1,0,1,0,38,0
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,0
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0
2024-09-26,Ba240140,,,64.3,0.0,0.0,25720.0,0.0,0.0,51600.0,0.0,0.0,1762564939777.0771,0.0,0.0,1478231822736.889,0.0,0.0,0.000689544235924933,0.0,0.0,0.0008592592592592593,,,,,,,,,,,,,39,0
2024-09-29,Ba240141,,,119.0,0.0,0.0,47600.0,0.0,0.0,47600.0,0.0,0.0,1164207810358.2659,0.0,0.0,1620398381256.983,0.0,0.0,0.0012452583387835186,0.0,0.0,0.001052258799021389,,,,,,,,,,,,,39,0
