datum,7_tagemedian_of_e_n1_n2_pro_tag_100_000_pers,7t_median_bs_bl
2026-05-25,-1e+19,
2026-05-29,-1e+19,
2026-06-18,-1e+19,
2026-07-11,-1e+19,
2026-07-16,-1e+19,
2026-08-04,-1e+19,
2026-08-09,-1e+19,
2024-03-27,831331777046.5619,1.0
2024-03-30,288177854397.59796,1.0
2024-03-31,288177854397.59796,1.0
2024-04-01,288177854397.59796,1.0
2024-04-02,355666483649.3901,0.0
2024-04-06,770134076153.1047,0.0
2024-04-13,1181469462351.5542,1.0
2024-04-14,1261408001182.573,1.0
2024-04-15,,1.0
2024-04-18,1009860874873.7755,0.0
2024-04-20,555827369273.8309,0.0
2024-04-21,356578120860.5139,0.0
2024-04-23,296311317186.85803,0.0
2024-04-29,,0.0
2024-05-10,258819139735.6104,0.0
2024-05-13,,0.0
2024-05-19,254203846050.47437,1.0
2024-05-24,992157236157.5586,1.0
2024-05-27,,1.0
2024-06-03,,0.0
2024-06-04,1341871690810.869,0.0
2024-06-05,,0.0
2024-06-09,1119048686115.1318,0.0
2024-06-13,1725744675541.0847,0.0
2024-06-18,2589718044607.581,1.0
2024-06-19,,1.0
2024-06-23,1269424037911.4526,2.0
2024-06-24,,2.0
2024-06-27,4668324484831.963,2.0
2024-06-29,6505842986534.791,2.0
2024-07-03,,2.0
2024-07-04,5011980224535.322,2.0
2024-07-05,,2.0
2024-07-08,,2.0
2024-07-09,3308084932174.821,2.0
2024-07-10,,3.0
2024-07-22,,2.0
2024-07-25,1156849565557.9402,3.0
2024-07-29,,5.0
2024-07-30,862192713352.71,5.0
2024-08-01,858211204496.8496,5.0
2024-08-02,877438510034.594,3.0
2024-08-06,896665815572.3385,3.0
2024-08-09,,4.0
2024-08-15,3548783447047.2144,2.0
2024-08-19,,4.0
2024-08-27,4039318158257.4707,4.0
2024-08-28,,3.0
2024-09-03,8776138802606.268,3.0
2024-09-08,1492145976755.526,4.0
2024-09-11,,3.0
2024-09-12,1281837408667.3398,3.0
2024-09-15,1396864813264.785,3.0
2024-09-16,,3.0
2024-09-18,,4.0
2024-09-20,,5.0
2024-09-25,,9.0
2024-09-27,,9.0
2024-09-28,2387480744790.7266,9.0
2024-10-03,6198892633490.625,6.0
2024-10-04,,5.0
2024-10-05,7072869256553.105,5.0
2024-10-08,4829730196698.777,6.0
2024-10-10,3765367547965.244,9.0
2024-10-15,3119130472760.502,8.0
2024-10-16,,8.0
2024-10-18,,7.0
2024-10-19,1169946131488.3145,8.0
2024-10-21,,8.0
2024-10-26,8001079673947.682,5.0
2024-10-28,,4.0
2024-10-30,,8.0
2024-11-04,,6.0
2024-11-09,2533119199920.1377,6.0
2024-11-10,2533119199920.1377,6.0
2024-11-12,2839293825278.6533,7.0
2024-11-16,2892133968646.4526,4.0
2024-11-17,2622497206746.81,4.0
2024-11-20,,7.0
2024-11-25,,4.0
2024-11-27,2708527581215.516,4.0
2024-11-28,,5.0
2024-11-29,3366317590008.0244,5.0
2024-11-30,3366317590008.0244,5.0
2024-12-02,,5.0
2024-12-04,,5.0
2024-12-12,,4.0
2024-12-13,,3.0
2024-12-16,,4.0
2024-12-20,,4.0
2024-12-24,2435886200369.362,4.0
2024-12-25,1793506003094.6555,4.0
2024-12-28,1234359010785.2207,4.0
2025-01-01,1317592215750.4924,6.0
2025-01-02,,6.0
2025-01-03,2735212460020.964,6.0
2025-01-04,1269111183955.4,6.0
2025-01-05,1269111183955.4,6.0
2025-01-07,1583701991560.7278,6.0
2025-01-09,2343956455966.4272,7.0
2025-01-12,3881171169787.559,6.0
2025-01-14,,3.0
2025-01-15,3578013929790.477,3.0
2025-01-18,2793157393578.013,2.0
2025-01-20,,2.0
2025-01-22,,2.0
2025-01-25,928559718025.4099,2.0
2025-01-26,875797094632.7303,2.0
2025-01-27,,2.0
2025-01-31,,1.0
2025-02-05,743173788342.4392,1.0
2025-02-06,,2.0
2025-02-08,752113532783.7695,2.0
2025-02-11,1094197707612.6227,1.0
2025-02-13,747651363606.6946,1.0
2025-02-18,,1.0
2025-02-23,366951572092.80896,1.0
2025-02-24,,1.0
2025-02-27,,1.0
2025-03-01,203620880671.4558,1.0
2025-03-03,,1.0
2025-03-05,218076317244.45093,0.0
2025-03-08,294581367177.45123,1.0
2025-03-14,499795147034.54407,1.0
2025-03-16,871598523127.3684,1.0
2025-03-22,,0.0
2025-03-23,590403399513.9163,0.0
2025-03-25,635934328793.7368,0.0
2025-03-31,,0.0
2025-04-02,,0.0
2025-04-04,,0.0
2025-04-07,,0.0
2025-04-09,,1.0
2025-04-13,119703464017.90753,0.0
2025-04-14,,0.0
2025-04-15,146199169511.1135,0.0
2025-04-18,397630831755.92914,0.0
2025-04-21,486948783639.02344,1.0
2025-04-23,,1.0
2025-04-25,,0.0
2025-04-26,717430859784.4491,0.0
2025-05-03,627988972889.126,0.0
2025-05-07,684100102131.3193,0.0
2025-05-12,,1.0
2025-05-14,,0.0
2025-05-15,,0.0
2025-05-16,511181075757.6339,0.0
2025-05-17,511181075757.6339,0.0
2025-05-20,-1e+19,0.0
2025-05-21,,0.0
2025-05-22,,0.0
2025-05-26,,1.0
2025-05-31,-1e+19,0.0
2025-06-02,,1.0
2025-06-04,,1.0
2025-06-05,,1.0
2025-06-08,,1.0
2025-06-09,-1e+19,0.0
2025-06-10,,0.0
2025-06-12,,1.0
2025-06-15,,1.0
2025-06-16,,1.0
2025-06-17,-1e+19,1.0
2025-06-18,,1.0
2025-06-21,-1e+19,1.0
2025-06-23,,1.0
2025-06-25,-1e+19,1.0
2025-07-05,-1e+19,0.0
2025-07-06,,0.0
2025-07-17,-1e+19,1.0
2025-07-19,,1.0
2025-07-23,,1.0
2025-07-26,-1e+19,0.0
2025-07-27,-1e+19,0.0
2025-07-29,,1.0
2025-08-02,,2.0
2025-08-03,,2.0
2025-08-04,,2.0
2025-08-07,,2.0
